destination_port,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytess,flow_packetss,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_length,bwd_header_length,fwd_packetss,bwd_packetss,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwe_flag_count,ece_flag_count,downup_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_header_length1,fwd_avg_bytesbulk,fwd_avg_packetsbulk,fwd_avg_bulk_rate,bwd_avg_bytesbulk,bwd_avg_packetsbulk,bwd_avg_bulk_rate,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label,attack_type,y
49669,3,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.666666667,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,1073,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
443,5164214,6,4,611,164,517,0,101.8333333333,204.305082332,152,0,41.0,74.0540343263,150.0712402701,1.9364031003,573801.555555556,1679175.5794177,5051258,4,5164214,1032842.8,2281645.97245951,5114324,4,89510,29836.6666666667,31751.6903854477,63533,475,0,0,0,0,132,92,1.1618418602,0.7745612401,0,517,70.4545454545,154.7568180316,23949.6727272727,0,0,0,1,0,0,0,0,0,77.5,101.8333333333,41.0,132,0,0,0,0,0,0,6,611,4,164,8192,946,5,20,112952.0,0.0,112952,112952,5051258.0,0.0,5051258,5051258,benign,benign,0
80,52124,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,223179.3416,134.2951424,8687.333333,20725.87243,50988,5,1071,535.5,604.5762979,963,108,52074,17358.0,29129.403,50988,5,0,0,0,0,72,92,57.55506101,76.74008134,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
33899,45,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,177777.7778,44444.44444,45.0,0.0,45,45,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22222.22222,22222.22222,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
53,30892,1,1,55,793,55,55,55.0,0.0,793,793,793.0,0.0,27450.4726142691,64.741680694,30892.0,0.0,30892,30892,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.370840347,32.370840347,55,793,301.0,426.0844986619,181548.0,0,0,0,0,0,0,0,0,1,451.5,55.0,793.0,32,0,0,0,0,0,0,1,55,1,793,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,998123,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,11648.86492,7.013163708,166353.8333,402008.7863,986915,58,10996,5498.0,6383.760021,10012,984,997838,332612.6667,566667.2984,986915,154,0,0,0,0,72,92,3.005641589,4.007522119,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
80,1010342,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,11507.98443,8.907874759,126292.75,350552.429,993758,7,16018,8009.0,11316.53693,16011,7,1010232,202046.4,442633.6335,993758,65,0,0,0,0,72,132,2.969291586,5.938583173,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
80,1849476,3,5,26,11607,20,0,8.666666667,10.26320288,8675,0,2321.4,3769.536019,6289.889677,4.325549507,264210.8571,698496.9784,1848253,5,952,476.0,485.0752519,819,133,1849430,462357.5,923930.4296,1848253,5,0,0,0,0,72,112,1.622081065,2.703468442,0,8675,1292.555556,2931.429562,8593279.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
32780,70,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,114285.7143,28571.42857,70.0,0.0,70,70,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,14285.71429,14285.71429,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
80,5108877,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.697705582,0.78295093,1702959.0,2949608.047,5108873,1,5108877,1702959.0,2949608.047,5108873,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.78295093,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4.0,0.0,4,4,5108873.0,0.0,5108873,5108873,ddos,ddos,1
80,7063835,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.246984818,0.707830803,1765958.75,3531241.532,7062821,1,7063835,1765958.75,3531241.532,7062821,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.707830803,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1014.0,0.0,1014,1014,7062821.0,0.0,7062821,7062821,ddos,ddos,1
9011,70,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,114285.7143,28571.42857,70.0,0.0,70,70,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,14285.71429,14285.71429,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
8100,53,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,150943.3962,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,18867.92453,18867.92453,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
80,4059934,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.911426146,0.985237691,1353311.333,2343133.686,4058929,1,4059934,1353311.333,2343133.686,4058929,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.985237691,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
53,59513,1,1,55,111,55,55,55.0,0.0,111,111,111.0,0.0,2789.3065380673,33.6061028683,59513.0,0.0,59513,59513,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.8030514341,16.8030514341,55,111,73.6666666667,32.3316150746,1045.3333333333,0,0,0,0,0,0,0,0,1,110.5,55.0,111.0,20,0,0,0,0,0,0,1,55,1,111,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,2717276,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,8.832374775,1.472062463,905758.6667,1568304.745,2716681,257,2717276,905758.6667,1568304.745,2716681,257,0,0.0,0.0,0,0,0,0,0,0,80,0,1.472062463,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
80,9785694,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.452559829,0.408759971,3261898.0,5647972.693,9783615,3,9785694,3261898.0,5647972.693,9783615,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.408759971,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2079.0,0.0,2079,2079,9783615.0,0.0,9783615,9783615,ddos,ddos,1
3324,44,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
80,1809197,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,6426.608048,3.869119836,301532.8333,735374.5215,1802603,76,6344,3172.0,3775.950212,5842,502,1809087,603029.0,1038866.088,1802603,174,0,0,0,0,72,92,1.658194215,2.210925621,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
53,30617,1,1,54,109,54,54,54.0,0.0,109,109,109.0,0.0,5323.8396969004,65.323186465,30617.0,0.0,30617,30617,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.6615932325,32.6615932325,54,109,72.3333333333,31.7542648054,1008.3333333333,0,0,0,0,0,0,0,0,1,108.5,54.0,109.0,20,0,0,0,0,0,0,1,54,1,109,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
33808,840,3,1,137,6,137,0,45.6666666667,79.096986879,6,6,6.0,0.0,170238.095238095,4761.9047619048,280.0,276.4905061661,591,62,840,420.0,241.8305191658,591,249,0,0.0,0.0,0,0,0,0,0,0,96,20,3571.4285714286,1190.4761904762,0,137,28.6,60.6531120389,3678.8,0,0,0,0,1,0,0,0,0,35.75,45.6666666667,6.0,96,0,0,0,0,0,0,3,137,1,6,114,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
123,67061389,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.863048363,0.0596468409,22353796.3333333,38601741.0332403,66927247,61366,67000023,67000023.0,0.0,67000023,67000023,66988613,66988613.0,0.0,66988613,66988613,0,0,0,0,40,40,0.0298234204,0.0298234204,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,72776.0,0.0,72776,72776,66927247.0,0.0,66927247,66927247,benign,benign,0
62532,3,2,0,37,0,31,6,18.5,17.6776695297,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.666666667,0.0,6,31,22.6666666667,14.4337567297,208.3333333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,946,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,811079,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,14335.22505,11.0963297,101384.875,276514.3913,785381,10,25271,12635.5,17617.56545,25093,178,811069,162213.8,348531.8412,785381,16,0,0,0,0,72,132,3.698776568,7.397553136,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
443,47305,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,253.6729732586,42.2788288764,47305.0,0.0,47305,47305,47305,47305.0,0.0,47305,47305,0,0.0,0.0,0,0,0,0,0,0,40,0,42.2788288764,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,64209,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
53,23543,1,1,44,60,44,44,44.0,0.0,60,60,60.0,0.0,4417.4489232468,84.9509408317,23543.0,0.0,23543,23543,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,44,20,42.4754704158,42.4754704158,44,60,49.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,74.0,44.0,60.0,44,0,0,0,0,0,0,1,44,1,60,-1,-1,0,44,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
1900,34,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,235294.1176,58823.52941,34.0,0.0,34,34,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,29411.76471,29411.76471,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
443,9085910,60,102,6481,126088,549,0,108.0166666667,185.7521121687,4405,0,1236.1568627451,971.0689500975,14590.6133782967,17.8298046096,56434.2236024845,413083.700214163,5005043,0,9085910,153998.474576271,675264.159285942,5005143,49,3941243,39022.2079207921,174725.509815099,1694519,0,0,0,0,0,1212,2048,6.6036313369,11.2261732727,0,4405,813.3067484663,949.4037526635,901367.485571462,0,0,0,1,0,0,0,0,1,818.3271604938,108.0166666667,1236.1568627451,1212,0,0,0,0,0,0,60,6481,102,126088,8192,10550,59,20,4080818.0,0.0,4080818,4080818,5005043.0,0.0,5005043,5005043,benign,benign,0
51605,3,2,0,37,0,31,6,18.5,17.6776695297,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.666666667,0.0,6,31,22.6666666667,14.4337567297,208.3333333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,110,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
1914,57,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,140350.8772,35087.7193,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,17543.85965,17543.85965,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
6510,51,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,156862.7451,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,19607.84314,19607.84314,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
80,800604,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,14530.27964,9.992455696,114372.0,302164.2622,799616,12,719,359.5,413.657467,652,67,800527,200131.75,399656.2769,799616,12,0,0,0,0,72,112,3.747170886,6.24528481,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
9003,43,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
80,7782214,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.083955286,0.513992548,2594071.333,4492324.629,7781361,351,7782214,2594071.333,4492324.629,7781361,351,0,0.0,0.0,0,0,0,0,0,0,80,0,0.513992548,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,853.0,0.0,853,853,7781361.0,0.0,7781361,7781361,ddos,ddos,1
53,69433,1,1,42,134,42,42,42.0,0.0,134,134,134.0,0.0,2534.8177379632,28.8047470223,69433.0,0.0,69433,69433,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14.4023735112,14.4023735112,42,134,72.6666666667,53.1162247654,2821.3333333333,0,0,0,0,0,0,0,0,1,109.0,42.0,134.0,32,0,0,0,0,0,0,1,42,1,134,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
1080,43,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
80,9209073,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.257656878,0.542942813,2302268.25,4603489.834,9207503,454,9209073,2302268.25,4603489.834,9207503,454,0,0.0,0.0,0,0,0,0,0,0,100,0,0.542942813,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1570.0,0.0,1570,1570,9207503.0,0.0,9207503,9207503,ddos,ddos,1
80,553172,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,21018.77897,16.26980397,69146.5,192018.1399,544322,15,8171,4085.5,5268.652627,7811,360,553096,110619.2,242472.2351,544322,15,0,0,0,0,72,132,5.423267989,10.84653598,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
53,75917,1,1,77,159,77,77,77.0,0.0,159,159,159.0,0.0,3108.6581398106,26.3445605069,75917.0,0.0,75917,75917,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13.1722802534,13.1722802534,77,159,104.3333333333,47.3427220735,2241.3333333333,0,0,0,0,0,0,0,0,1,156.5,77.0,159.0,20,0,0,0,0,0,0,1,77,1,159,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
443,227031,7,7,934,4583,398,0,133.4285714286,170.7892045211,1336,0,654.7142857143,632.3381780571,24300.6461672635,61.6655875189,17463.9230769231,23951.6542694568,54071,1,172959,28826.5,31886.287000841,72684,116,178520,29753.3333333333,33706.9908812203,75633,1,0,0,0,0,152,152,30.8327937594,30.8327937594,0,1336,367.8,512.0092354078,262153.457142857,0,0,0,1,0,0,0,0,1,394.0714285714,133.4285714286,654.7142857143,152,0,0,0,0,0,0,7,934,7,4583,8192,5840,6,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,496602,3,7,26,11601,20,0,8.666666667,10.26320288,4380,0,1657.285714,1561.969346,23413.11553,20.13685003,55178.0,155044.6839,467958,48,28013,14006.5,18459.02252,27059,954,496499,82749.83333,189043.3696,467958,48,0,0,0,0,72,152,6.04105501,14.09579502,0,4380,1057.0,1468.855269,2157535.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
80,34803,3,3,26,11601,20,0,8.666666667,10.26320288,11595,0,3867.0,6692.644993,334080.3954,172.3989311,6960.6,13923.17896,31765,0,2990,1495.0,2114.249276,2990,0,34754,17377.0,20347.70474,31765,2989,0,0,0,0,72,72,86.19946556,86.19946556,0,11595,1661.0,4380.487987,19200000.0,0,0,0,1,0,0,0,0,1,1937.833333,8.666666667,3867.0,72,0,0,0,0,0,0,3,26,3,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
53,107807,1,1,44,131,44,44,44.0,0.0,131,131,131.0,0.0,1623.2712161548,18.5516710418,107807.0,0.0,107807,107807,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,9.2758355209,9.2758355209,44,131,73.0,50.2294734195,2523.0,0,0,0,0,0,0,0,0,1,109.5,44.0,131.0,32,0,0,0,0,0,0,1,44,1,131,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
2605,50,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,160000.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20000.0,20000.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
443,64973424,14,11,2504,7698,730,0,178.8571428571,288.9465899922,1554,0,699.8181818182,769.6705552614,157.0180447932,0.3847727034,2707226.0,9589851.60591662,44996558,10,64973424,4997955.69230769,12807277.5323003,44996558,427,61266771,6126677.1,14553207.4924348,45037713,49,0,0,0,0,292,244,0.2154727139,0.1692999895,0,1554,392.3846153846,594.6847956303,353650.006153846,0,0,0,1,0,0,0,0,0,408.08,178.8571428571,699.8181818182,292,0,0,0,0,0,0,14,2504,11,7698,8192,126,13,20,201293.5,226587.418283761,361515,41072,30452941.0,20567780.4073599,44996558,15909324,benign,benign,0
53,50493,1,1,48,88,48,48,48.0,0.0,88,88,88.0,0.0,2693.4426554176,39.609450815,50493.0,0.0,50493,50493,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19.8047254075,19.8047254075,48,88,61.3333333333,23.0940107676,533.3333333333,0,0,0,0,0,0,0,0,1,92.0,48.0,88.0,20,0,0,0,0,0,0,1,48,1,88,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
5950,65,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,123076.9231,30769.23077,65.0,0.0,65,65,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,15384.61538,15384.61538,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
80,49,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,244897.959183673,40816.3265306122,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20408.1632653061,20408.1632653061,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,255,343,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,78910,4,5,429,2267,429,0,107.25,214.5,1448,0,453.4,659.4708484838,34165.5050057027,114.0539855532,9863.75,15412.1444947993,35057,2,78813,26271.0,13823.8394449588,35142,10343,45667,11416.75,22712.2292223815,45485,2,0,0,0,0,136,168,50.6906602458,63.3633253073,0,1448,269.6,497.1769637999,247184.933333333,0,0,0,1,0,0,0,0,1,299.5555555556,107.25,453.4,136,0,0,0,0,0,0,4,429,5,2267,29200,237,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,35103,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,331225.2514,256.3883429,4387.875,11569.02821,32993,7,33042,16521.0,23354.32277,33035,7,35061,7012.2,14664.99119,33223,49,0,0,0,0,72,132,85.46278096,170.9255619,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
80,1940941,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,15.45642037,2.576070061,485235.25,967800.3374,1936933,1,1940941,485235.25,967800.3374,1936933,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.576070061,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
443,64,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,187500.0,31250.0,64.0,0.0,64,64,64,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0,0,0,40,0,31250.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
443,8482653,6,7,1209,456,629,0,201.5,290.5131666551,251,0,65.1428571429,98.9114563156,196.2829317667,1.5325394072,706887.75,2389221.13740319,8293344,3,189306,37861.2,36347.7175720842,82724,161,8430207,1405034.5,3386170.52001749,8316839,3,0,0,0,0,132,152,0.7073258802,0.8252135269,0,629,118.9285714286,206.805915808,42768.6868131868,0,0,0,1,0,0,0,0,1,128.0769230769,201.5,65.1428571429,132,0,0,0,0,0,0,6,1209,7,456,8192,67,5,20,189306.0,0.0,189306,189306,8293344.0,0.0,8293344,8293344,benign,benign,0
